ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
23395	"ENSG00000140264.19_5"	"SERF2"	chr15	+	44093329	44093385	44093715	44093767	44091555	44092982	44093908	44094787
23396	"ENSG00000092470.12_4"	"WDR76"	chr15	+	44136098	44136252	44143284	44143443	44134825	44134869	44149143	44149361
23397	"ENSG00000092470.12_4"	"WDR76"	chr15	+	44143284	44143443	44149143	44149361	44136098	44136252	44150868	44151021
23398	"ENSG00000092470.12_4"	"WDR76"	chr15	+	44149143	44149361	44150868	44151021	44143284	44143443	44153530	44153584
23399	"ENSG00000092470.12_4"	"WDR76"	chr15	+	44150868	44151021	44153530	44153584	44149143	44149361	44158325	44159216
23400	"ENSG00000197971.15_6"	"MBP"	chr18	-	74696730	74696850	74700832	74700868	74692382	74692427	74701911	74702016
23402	"ENSG00000197971.15_6"	"MBP"	chr18	-	74778253	74778341	74817166	74817242	74724734	74729224	74844535	74844725
23403	"ENSG00000197971.15_6"	"MBP"	chr18	-	74807323	74807506	74809206	74809430	74778253	74778341	74817166	74817242
23404	"ENSG00000182934.12_4"	"SRPRA"	chr11	-	126137069	126137230	126137443	126137607	126136657	126136817	126138582	126138877
23405	"ENSG00000104133.15_7"	"SPG11"	chr15	-	44859621	44859790	44861595	44861703	44858414	44858503	44862722	44862856
23406	"ENSG00000104133.15_7"	"SPG11"	chr15	-	44861595	44861703	44867099	44867239	44859621	44859790	44876011	44876756
23407	"ENSG00000104133.15_7"	"SPG11"	chr15	-	44862722	44862856	44864880	44865018	44861595	44861703	44865744	44865943
23408	"ENSG00000104133.15_7"	"SPG11"	chr15	-	44864880	44865018	44867099	44867239	44862722	44862856	44876011	44876756
23409	"ENSG00000104133.15_7"	"SPG11"	chr15	-	44867099	44867239	44876011	44876133	44865931	44865943	44876362	44876649
23410	"ENSG00000104133.15_7"	"SPG11"	chr15	-	44903037	44903183	44905627	44905734	44900641	44900803	44907560	44907764
23411	"ENSG00000007541.16_4"	"PIGQ"	chr16	+	629068	629180	630857	630972	628784	628938	632882	634109
23413	"ENSG00000140553.17_3"	"UNC45A"	chr15	+	91488121	91488293	91489843	91490144	91486141	91486312	91491025	91491120
23414	"ENSG00000105341.18_6"	"DMAC2"	chr19	-	41942296	41942377	41944122	41944319	41939441	41939578	41945786	41945810
23415	"ENSG00000105341.18_6"	"DMAC2"	chr19	-	41942333	41942377	41944122	41944319	41939441	41939578	41945786	41945815
23416	"ENSG00000105341.18_6"	"DMAC2"	chr19	-	41942333	41942377	41944139	41944319	41939441	41939578	41945786	41945815
23417	"ENSG00000140263.14_3"	"SORD"	chr15	+	45335454	45335619	45353264	45353424	45332605	45332639	45357468	45357587
23418	"ENSG00000005243.10_4"	"COPZ2"	chr17	-	46109521	46109599	46110051	46110107	46106490	46106542	46111228	46111310
23419	"ENSG00000005243.10_4"	"COPZ2"	chr17	-	46109521	46109599	46110576	46110668	46106490	46106542	46111228	46111310
23420	"ENSG00000005243.10_4"	"COPZ2"	chr17	-	46110051	46110107	46110576	46110668	46106490	46106542	46111228	46111310
23421	"ENSG00000104164.10_4"	"BLOC1S6"	chr15	+	45884332	45884474	45895297	45895385	45880022	45880074	45898592	45899016
23422	"ENSG00000104164.10_4"	"BLOC1S6"	chr15	+	45890077	45890089	45895301	45895385	45879549	45879723	45897625	45897712
23423	"ENSG00000147133.15_2"	"TAF1"	chrX	+	70587348	70587463	70587903	70588020	70586088	70586344	70595016	70595136
23424	"ENSG00000147133.15_2"	"TAF1"	chrX	+	70602610	70602718	70602840	70603014	70602385	70602513	70603811	70603985
23425	"ENSG00000147133.15_2"	"TAF1"	chrX	+	70644003	70644088	70674019	70674087	70643823	70643916	70674590	70674707
23428	"ENSG00000128951.14_4"	"DUT"	chr15	+	48624464	48624603	48626613	48626705	48623207	48623388	48628242	48628287
23429	"ENSG00000128951.14_4"	"DUT"	chr15	+	48624464	48624603	48626613	48626705	48623601	48623676	48628242	48628287
23430	"ENSG00000103995.14_6"	"CEP152"	chr15	-	49040639	49040807	49044545	49044666	49037092	49037189	49048099	49048750
23431	"ENSG00000183530.14_6"	"PRR14L"	chr22	-	32099535	32099707	32100640	32100712	32084141	32084213	32108068	32109831
23433	"ENSG00000156958.15_6"	"GALK2"	chr15	+	49528047	49528138	49531417	49531564	49509386	49509510	49574183	49574264
23434	"ENSG00000156958.15_6"	"GALK2"	chr15	+	49531417	49531564	49574183	49574282	49509386	49509510	49575762	49575915
23435	"ENSG00000156958.15_6"	"GALK2"	chr15	+	49531417	49531564	49574183	49574282	49528047	49528138	49575762	49575915
23436	"ENSG00000156958.15_6"	"GALK2"	chr15	+	49575762	49575915	49584523	49584734	49574183	49574282	49611168	49611313
23437	"ENSG00000156958.15_6"	"GALK2"	chr15	+	49584523	49584734	49611168	49611313	49575762	49575915	49611800	49612002
23438	"ENSG00000104064.17_3"	"GABPB1"	chr15	-	50578264	50578380	50581679	50581865	50567588	50570981	50592985	50593099
23439	"ENSG00000104064.17_3"	"GABPB1"	chr15	-	50601887	50601995	50638568	50638592	50596162	50596330	50647181	50647605
23440	"ENSG00000092439.16_7"	"TRPM7"	chr15	-	50875285	50875353	50878588	50878685	50873070	50873105	50881788	50881853
23441	"ENSG00000092439.16_7"	"TRPM7"	chr15	-	50875285	50875356	50878588	50878685	50873070	50873105	50881788	50881853
23442	"ENSG00000092439.16_7"	"TRPM7"	chr15	-	50878588	50878685	50881788	50881853	50875220	50875353	50884107	50884235
23443	"ENSG00000092439.16_7"	"TRPM7"	chr15	-	50878588	50878685	50881788	50881853	50875285	50875356	50884107	50884823
23444	"ENSG00000092439.16_7"	"TRPM7"	chr15	-	50881788	50881853	50884107	50884823	50878588	50878685	50885813	50885946
23445	"ENSG00000092439.16_7"	"TRPM7"	chr15	-	50902002	50902158	50903289	50903518	50901777	50901921	50904745	50905026
23446	"ENSG00000092439.16_7"	"TRPM7"	chr15	-	50906319	50906460	50911941	50911995	50905903	50906038	50916362	50916413
23447	"ENSG00000092439.16_7"	"TRPM7"	chr15	-	50911941	50911995	50916362	50916497	50906319	50906460	50920345	50920446
23448	"ENSG00000092439.16_7"	"TRPM7"	chr15	-	50916362	50916497	50920345	50920446	50911941	50911995	50923613	50923686
23449	"ENSG00000092439.16_7"	"TRPM7"	chr15	-	50916362	50916497	50923613	50923686	50911941	50911995	50925065	50925189
23450	"ENSG00000092439.16_7"	"TRPM7"	chr15	-	50940883	50941082	50949977	50950016	50935536	50935750	50955163	50955243
23451	"ENSG00000092439.16_7"	"TRPM7"	chr15	-	50949977	50950016	50955163	50955243	50940883	50941082	50978727	50978968
23452	"ENSG00000138594.14_4"	"TMOD3"	chr15	+	52203210	52203349	52208211	52208330	52200972	52201059	52213692	52213813
23453	"ENSG00000088179.9_6"	"PTPN4"	chr2	+	120639361	120639406	120639672	120639725	120635039	120635118	120640078	120640199
23454	"ENSG00000088179.9_6"	"PTPN4"	chr2	+	120643370	120643458	120658293	120658382	120640078	120640199	120672754	120672818
23455	"ENSG00000088179.9_6"	"PTPN4"	chr2	+	120672754	120672818	120684173	120684242	120658293	120658382	120689999	120690125
23456	"ENSG00000088179.9_6"	"PTPN4"	chr2	+	120672754	120674266	120684173	120684242	120658293	120658382	120689999	120690125
23457	"ENSG00000088179.9_6"	"PTPN4"	chr2	+	120677644	120677817	120684173	120684242	120672754	120672818	120689999	120690125
23458	"ENSG00000111731.12_4"	"C2CD5"	chr12	-	22606829	22606976	22609904	22610095	22601516	22602825	22622642	22622729
23459	"ENSG00000111731.12_4"	"C2CD5"	chr12	-	22611417	22611519	22612425	22612476	22609904	22610095	22622642	22622729
23460	"ENSG00000111731.12_4"	"C2CD5"	chr12	-	22666227	22666313	22670919	22671071	22646156	22646271	22676359	22676558
23462	"ENSG00000111731.12_4"	"C2CD5"	chr12	-	22672048	22672173	22676359	22676558	22666227	22666313	22677405	22677561
23463	"ENSG00000111731.12_4"	"C2CD5"	chr12	-	22680654	22680826	22688191	22688278	22678543	22678639	22696994	22697113
23464	"ENSG00000166477.13_3"	"LEO1"	chr15	-	52254585	52254690	52257945	52258701	52252835	52252930	52263884	52263973
23465	"ENSG00000128833.13_3"	"MYO5C"	chr15	-	52500750	52500840	52503926	52504081	52498012	52498163	52505384	52505483
23466	"ENSG00000128833.13_3"	"MYO5C"	chr15	-	52500750	52500840	52503926	52504081	52498012	52498163	52506799	52506887
23467	"ENSG00000128833.13_3"	"MYO5C"	chr15	-	52503926	52504081	52505384	52505483	52500750	52500840	52506799	52506887
23468	"ENSG00000128833.13_3"	"MYO5C"	chr15	-	52521329	52521510	52524818	52524882	52517635	52517729	52527866	52527960
23469	"ENSG00000128833.13_3"	"MYO5C"	chr15	-	52531929	52532076	52534244	52534410	52529678	52529843	52536552	52536764
23470	"ENSG00000128833.13_3"	"MYO5C"	chr15	-	52553058	52553324	52556386	52556493	52548835	52548917	52561949	52562057
23471	"ENSG00000128833.13_3"	"MYO5C"	chr15	-	52553098	52553324	52556386	52556493	52548835	52548917	52561949	52562057
23472	"ENSG00000197535.14_3"	"MYO5A"	chr15	-	52646067	52646211	52652164	52652278	52645801	52645855	52656750	52656899
23473	"ENSG00000197535.14_3"	"MYO5A"	chr15	-	52699488	52699596	52700255	52700337	52697483	52697590	52702529	52702673
23474	"ENSG00000197535.14_3"	"MYO5A"	chr15	-	52718026	52718171	52720594	52720766	52708341	52708498	52725371	52725482
23476	"ENSG00000047346.12_5"	"FAM214A"	chr15	-	52892323	52892432	52893282	52893362	52885774	52885933	52897329	52897443
23477	"ENSG00000047346.12_5"	"FAM214A"	chr15	-	52903771	52903974	52905869	52906054	52903326	52903452	52944066	52944247
23478	"ENSG00000047346.12_5"	"FAM214A"	chr15	-	52903771	52903974	52905869	52906054	52903326	52903452	52970202	52970319
23479	"ENSG00000132792.19_4"	"CTNNBL1"	chr20	+	36379887	36380068	36384692	36384793	36378252	36379532	36385972	36386058
23480	"ENSG00000132792.19_4"	"CTNNBL1"	chr20	+	36393598	36393692	36407588	36407737	36385960	36386058	36431268	36431450
23481	"ENSG00000151575.14_4"	"TEX9"	chr15	+	56665638	56665702	56704499	56704634	56657776	56657868	56719802	56719937
23482	"ENSG00000151575.14_4"	"TEX9"	chr15	+	56676149	56676229	56681515	56681598	56665638	56665702	56683440	56683583
23483	"ENSG00000078618.21_3"	"NRDC"	chr1	-	52255239	52255329	52256204	52256321	52254862	52255105	52256571	52256662
23484	"ENSG00000078618.21_3"	"NRDC"	chr1	-	52256571	52256662	52257249	52257333	52254862	52255105	52257717	52257770
23485	"ENSG00000078618.21_3"	"NRDC"	chr1	-	52257249	52257333	52257717	52257770	52256571	52256662	52258048	52258096
23486	"ENSG00000078618.21_3"	"NRDC"	chr1	-	52263920	52264083	52266227	52266355	52260494	52260526	52269485	52269636
23487	"ENSG00000078618.21_3"	"NRDC"	chr1	-	52283737	52283807	52287169	52287227	52281600	52282061	52289335	52289458
23488	"ENSG00000078618.21_3"	"NRDC"	chr1	-	52289335	52289458	52290958	52291054	52287169	52287227	52293467	52293541
23489	"ENSG00000078618.21_3"	"NRDC"	chr1	-	52290958	52291054	52293467	52293541	52289335	52289458	52299688	52299745
23490	"ENSG00000078618.21_3"	"NRDC"	chr1	-	52290958	52291054	52299688	52299842	52289335	52289458	52301802	52301884
23491	"ENSG00000078618.21_3"	"NRDC"	chr1	-	52293467	52293541	52299688	52299842	52290958	52291054	52301802	52301884
23492	"ENSG00000078618.21_3"	"NRDC"	chr1	-	52299688	52299842	52301802	52301884	52293467	52293541	52305897	52306186
23493	"ENSG00000162734.12_3"	"PEA15"	chr1	+	160176922	160177027	160178253	160178455	160175210	160175312	160181332	160181506
23494	"ENSG00000137871.20_4"	"ZNF280D"	chr15	-	56946395	56946432	56946582	56946701	56935149	56935195	56950621	56950684
23495	"ENSG00000137871.20_4"	"ZNF280D"	chr15	-	56985295	56985413	56993130	56993270	56981497	56981668	56993370	56993436
23496	"ENSG00000128923.11_6"	"MINDY2"	chr15	+	59113915	59114018	59123972	59124115	59102428	59102587	59139495	59139669
23497	"ENSG00000128923.11_6"	"MINDY2"	chr15	+	59113915	59114022	59123972	59124115	59102428	59102485	59139495	59139669
23498	"ENSG00000157450.15_5"	"RNF111"	chr15	+	59376300	59376453	59377857	59377984	59373134	59373483	59381865	59381958
23499	"ENSG00000157450.15_5"	"RNF111"	chr15	+	59376327	59376453	59377857	59377984	59373134	59373483	59381865	59381958
23500	"ENSG00000137776.17_4"	"SLTM"	chr15	-	59193458	59193486	59224554	59224642	59190180	59192079	59225602	59225799
23501	"ENSG00000137776.17_4"	"SLTM"	chr15	-	59205697	59205895	59209133	59209198	59204761	59204809	59224554	59224642
23502	"ENSG00000137776.17_4"	"SLTM"	chr15	-	59209133	59209198	59224554	59224642	59193458	59193486	59225602	59225775
23503	"ENSG00000137776.17_4"	"SLTM"	chr15	-	59209133	59209219	59224554	59224642	59205697	59205895	59225602	59225799
23504	"ENSG00000157483.8_3"	"MYO1E"	chr15	-	59528783	59528871	59548482	59548577	59523900	59523990	59553618	59553708
23505	"ENSG00000198860.12_4"	"TSEN15"	chr1	+	184023487	184023569	184041290	184041432	184020784	184021024	184041960	184043346
23506	"ENSG00000198860.12_4"	"TSEN15"	chr1	+	184023487	184023569	184041290	184041444	184020809	184021024	184041960	184043340
23507	"ENSG00000198860.12_4"	"TSEN15"	chr1	+	184023487	184023569	184041290	184041328	184020832	184021024	184041960	184043346
23508	"ENSG00000198860.12_4"	"TSEN15"	chr1	+	184023494	184023569	184041290	184041432	184020863	184021024	184041960	184043085
23511	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60646352	60646412	60648117	60648197	60644577	60644675	60649344	60649435
23512	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60646352	60646412	60653139	60653253	60644577	60644675	60656627	60656722
23513	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60646352	60646412	60653139	60653253	60644581	60644675	60678226	60678285
23514	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60653129	60653253	60656627	60656722	60649344	60649435	60674540	60674640
23515	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60653129	60653253	60656627	60656722	60649344	60649435	60689456	60689537
23516	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60653129	60653253	60678226	60678285	60649344	60649435	60689456	60689537
23517	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60653139	60653253	60656627	60656722	60646352	60646412	60678226	60678285
23518	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60653139	60653253	60656627	60656722	60649344	60649435	60674540	60674640
23519	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60653139	60653253	60656627	60656722	60649344	60649435	60678226	60678285
23520	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60653139	60653253	60656627	60656722	60649344	60649435	60689456	60689537
23521	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60653139	60653253	60678226	60678285	60649344	60649435	60689456	60689537
23522	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60656627	60656722	60678226	60678285	60646352	60646412	60689456	60689537
23523	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60656627	60656722	60678226	60678285	60646352	60646412	60690141	60690185
23524	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60656627	60656722	60678226	60678285	60649344	60649435	60689456	60689537
23525	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60656627	60656722	60678226	60678285	60649344	60649435	60690141	60690185
23526	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60656627	60656722	60674540	60674640	60653139	60653253	60678226	60678285
23528	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60656627	60656722	60689456	60689537	60653139	60653253	60690141	60690185
23529	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60666817	60666881	60674540	60674640	60656627	60656722	60678226	60678285
23530	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60674540	60674640	60685236	60685639	60656627	60656722	60690141	60690173
23531	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60674540	60674640	60688478	60688626	60656627	60656722	60690141	60690183
23532	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60674540	60674640	60678226	60678285	60666817	60666881	60690141	60690185
23533	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60678226	60678285	60689456	60689537	60653139	60653253	60690141	60690185
23534	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60678226	60678285	60688478	60688626	60656627	60656722	60689456	60689537
23535	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60682411	60682516	60686772	60686894	60678226	60678285	60689456	60689537
23538	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60682411	60682516	60686772	60686894	60678226	60678285	60690141	60690185
23542	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60686772	60686894	60688349	60688626	60678226	60678285	60689456	60689537
23543	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60686772	60686894	60688478	60688626	60678226	60678285	60689456	60689537
23544	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60686772	60686894	60688349	60688626	60678226	60678285	60690141	60690185
23545	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60686772	60686894	60688571	60688626	60678226	60678285	60690141	60690185
23546	"ENSG00000182718.16_7"	"ANXA2"	chr15	-	60686772	60686894	60689456	60689537	60678226	60678285	60690141	60690185
23549	"ENSG00000100983.12_6"	"GSS"	chr20	-	33517203	33517393	33519138	33519220	33516275	33517040	33519741	33519936
23550	"ENSG00000100983.12_6"	"GSS"	chr20	-	33523378	33523445	33524565	33524643	33519741	33519936	33524745	33524826
23551	"ENSG00000100983.12_6"	"GSS"	chr20	-	33529515	33529632	33530290	33530430	33524745	33524826	33530733	33530809
23552	"ENSG00000100983.12_6"	"GSS"	chr20	-	33530290	33530430	33530733	33530809	33524745	33524826	33533755	33533901
23554	"ENSG00000171914.16_3"	"TLN2"	chr15	+	62978839	62978995	62985038	62985140	62967415	62967520	62986514	62986591
23555	"ENSG00000171914.16_3"	"TLN2"	chr15	+	63011965	63012079	63014551	63014686	63009774	63009888	63017174	63017303
23556	"ENSG00000171914.16_3"	"TLN2"	chr15	+	63058519	63058621	63063162	63063333	63055761	63055894	63068962	63069109
23557	"ENSG00000171914.16_3"	"TLN2"	chr15	+	63063162	63063333	63068962	63069109	63058519	63058621	63073338	63073440
23559	"ENSG00000140416.21_7"	"TPM1"	chr15	+	63353067	63353138	63354413	63354476	63351761	63351879	63354774	63354797
23560	"ENSG00000140416.21_7"	"TPM1"	chr15	+	63353067	63353472	63354413	63354476	63351761	63351879	63354774	63354844
23563	"ENSG00000074410.14_4"	"CA12"	chr15	-	63634200	63634296	63637675	63637818	63632918	63632982	63667856	63667877
23564	"ENSG00000074410.14_4"	"CA12"	chr15	-	63638728	63638908	63667856	63667877	63637675	63637818	63673834	63674045
23565	"ENSG00000140455.17_6"	"USP3"	chr15	+	63829223	63829355	63845913	63845997	63824845	63824906	63848865	63848947
23566	"ENSG00000140455.17_6"	"USP3"	chr15	+	63850304	63850387	63852055	63852169	63848865	63848947	63855093	63855207
23567	"ENSG00000140455.17_6"	"USP3"	chr15	+	63852055	63852169	63855093	63855207	63850304	63850387	63862631	63862778
23568	"ENSG00000140455.17_6"	"USP3"	chr15	+	63855093	63855207	63862631	63862778	63852055	63852169	63866244	63866351
23569	"ENSG00000103657.14_5"	"HERC1"	chr15	-	63940267	63940398	63941923	63942124	63937681	63937881	63943451	63943579
23570	"ENSG00000103657.14_5"	"HERC1"	chr15	-	63941923	63942124	63943451	63943579	63940267	63940398	63944612	63944740
23571	"ENSG00000103657.14_5"	"HERC1"	chr15	-	63943451	63943579	63944612	63944740	63941923	63942124	63946317	63946523
23572	"ENSG00000103657.14_5"	"HERC1"	chr15	-	64048635	64048947	64050373	64050568	64047427	64047524	64056294	64056390
23573	"ENSG00000028528.15_5"	"SNX1"	chr15	+	64404771	64404883	64418277	64418419	64388180	64388371	64419372	64419451
23574	"ENSG00000028528.15_5"	"SNX1"	chr15	+	64410315	64410443	64415701	64415745	64404771	64404883	64418277	64418419
23575	"ENSG00000028528.15_5"	"SNX1"	chr15	+	64410315	64410443	64418277	64418419	64404771	64404883	64419372	64419451
23576	"ENSG00000028528.15_5"	"SNX1"	chr15	+	64410401	64410443	64415701	64415745	64404771	64404883	64418277	64418419
23577	"ENSG00000028528.15_5"	"SNX1"	chr15	+	64410401	64410443	64418277	64418419	64404771	64404883	64419372	64419451
23578	"ENSG00000028528.15_5"	"SNX1"	chr15	+	64410986	64411053	64418277	64418419	64410315	64410443	64419372	64419451
23579	"ENSG00000028528.15_5"	"SNX1"	chr15	+	64415701	64415745	64418277	64418419	64410986	64411053	64419372	64419451
23580	"ENSG00000028528.15_5"	"SNX1"	chr15	+	64422426	64422520	64426862	64427006	64422114	64422228	64428528	64428609
23581	"ENSG00000028528.15_5"	"SNX1"	chr15	+	64423885	64424091	64426862	64427006	64422426	64422520	64428528	64428609
23582	"ENSG00000169118.18_7"	"CSNK1G1"	chr15	-	64508760	64508912	64543710	64543780	64506088	64506323	64551399	64551440
23583	"ENSG00000169118.18_7"	"CSNK1G1"	chr15	-	64508760	64508912	64543710	64543780	64506281	64506323	64592517	64592922
23584	"ENSG00000259316.11_8"	"AC087632.1"	chr15	-	64543710	64543780	64551399	64551440	64508760	64508912	64592517	64592922
23587	"ENSG00000259316.11_8"	"AC087632.1"	chr15	-	64668941	64669104	64673156	64673237	64658172	64658274	64673524	64673615
23589	"ENSG00000103671.9_4"	"TRIP4"	chr15	+	64687596	64687730	64689804	64690017	64686144	64686314	64692941	64693020
23590	"ENSG00000103671.9_4"	"TRIP4"	chr15	+	64701811	64702027	64706283	64706410	64698528	64698658	64710739	64710927
23591	"ENSG00000103671.9_4"	"TRIP4"	chr15	+	64717738	64717830	64737204	64737307	64716229	64716354	64747195	64747502
23592	"ENSG00000140451.13_3"	"PIF1"	chr15	-	65110144	65110290	65111315	65111422	65108772	65108964	65112045	65112185
23593	"ENSG00000140451.13_3"	"PIF1"	chr15	-	65110144	65110290	65112045	65112185	65108772	65108964	65113180	65113287
23594	"ENSG00000140451.13_3"	"PIF1"	chr15	-	65110455	65110543	65111315	65111422	65108850	65108964	65113180	65113330
23595	"ENSG00000140451.13_3"	"PIF1"	chr15	-	65110455	65110543	65111315	65111422	65110144	65110290	65112045	65112185
23596	"ENSG00000140451.13_3"	"PIF1"	chr15	-	65110455	65110543	65112045	65112185	65110144	65110290	65113180	65113287
23597	"ENSG00000140451.13_3"	"PIF1"	chr15	-	65110455	65110543	65113180	65113287	65110144	65110290	65113365	65113480
23598	"ENSG00000140451.13_3"	"PIF1"	chr15	-	65111315	65111422	65113180	65113287	65110455	65110543	65113365	65113480
23599	"ENSG00000140451.13_3"	"PIF1"	chr15	-	65113565	65113719	65114464	65114590	65113365	65113480	65114676	65114809
23600	"ENSG00000140451.13_3"	"PIF1"	chr15	-	65114464	65114590	65114676	65114809	65113565	65113719	65115976	65116553
23601	"ENSG00000140451.13_3"	"PIF1"	chr15	-	65114676	65114809	65115976	65116553	65114464	65114590	65117767	65117846
23602	"ENSG00000140451.13_3"	"PIF1"	chr15	-	65114676	65114809	65115976	65116553	65114464	65114590	65117791	65117867
23603	"ENSG00000166839.17_5"	"ANKDD1A"	chr15	+	65214119	65214218	65218264	65218369	65204116	65204163	65219099	65219198
23604	"ENSG00000166839.17_5"	"ANKDD1A"	chr15	+	65218264	65218369	65219099	65219198	65214119	65214218	65223019	65223118
23605	"ENSG00000166839.17_5"	"ANKDD1A"	chr15	+	65218292	65218369	65219099	65219198	65214119	65214218	65223019	65223118
23606	"ENSG00000166855.9_3"	"CLPX"	chr15	-	65454941	65454983	65456366	65456526	65450912	65451089	65458968	65459123
23608	"ENSG00000155066.16_3"	"PROM2"	chr2	+	95941208	95941258	95941677	95941880	95940196	95940577	95941974	95942095
23609	"ENSG00000155066.16_3"	"PROM2"	chr2	+	95941208	95941258	95941974	95942095	95940196	95940577	95942341	95942405
23610	"ENSG00000155066.16_3"	"PROM2"	chr2	+	95941208	95941258	95941974	95942095	95940220	95940577	95943111	95943244
23611	"ENSG00000155066.16_3"	"PROM2"	chr2	+	95941616	95941880	95941974	95942095	95941208	95941258	95942341	95942405
23612	"ENSG00000155066.16_3"	"PROM2"	chr2	+	95941677	95941880	95941974	95942095	95941208	95941258	95942341	95942405
23613	"ENSG00000155066.16_3"	"PROM2"	chr2	+	95941974	95942095	95942341	95942405	95941616	95941880	95942719	95942809
23614	"ENSG00000155066.16_3"	"PROM2"	chr2	+	95942341	95942405	95942719	95942809	95941974	95942095	95943111	95943244
23615	"ENSG00000155066.16_3"	"PROM2"	chr2	+	95944468	95944532	95944732	95944892	95943563	95943752	95945592	95945687
23616	"ENSG00000155066.16_3"	"PROM2"	chr2	+	95952880	95952961	95953143	95953212	95952551	95952605	95953958	95954048
23617	"ENSG00000074603.19_6"	"DPP8"	chr15	-	65743336	65743448	65744297	65744440	65734800	65739344	65746600	65746753
23618	"ENSG00000074603.19_6"	"DPP8"	chr15	-	65743336	65743448	65746600	65746753	65734800	65739344	65748562	65748709
23619	"ENSG00000074603.19_6"	"DPP8"	chr15	-	65743336	65743448	65748562	65748709	65734800	65739344	65756098	65756244
23620	"ENSG00000074603.19_6"	"DPP8"	chr15	-	65743336	65743448	65744297	65744440	65738954	65739344	65756098	65756244
23621	"ENSG00000074603.19_6"	"DPP8"	chr15	-	65743336	65743448	65744297	65744440	65738958	65739344	65748562	65748709
23622	"ENSG00000074603.19_6"	"DPP8"	chr15	-	65743336	65743448	65746600	65746753	65738974	65739344	65756098	65756244
23623	"ENSG00000074603.19_6"	"DPP8"	chr15	-	65744297	65744440	65746600	65746753	65743076	65743448	65747991	65748029
23624	"ENSG00000074603.19_6"	"DPP8"	chr15	-	65744297	65744440	65746600	65746753	65743336	65743448	65748049	65748179
23625	"ENSG00000074603.19_6"	"DPP8"	chr15	-	65744297	65744440	65746600	65746753	65743336	65743448	65748562	65748709
23626	"ENSG00000074603.19_6"	"DPP8"	chr15	-	65744297	65744440	65746600	65746753	65743336	65743448	65756098	65756244
23627	"ENSG00000074603.19_6"	"DPP8"	chr15	-	65744297	65744440	65748562	65748709	65743336	65743448	65756098	65756244
23628	"ENSG00000074603.19_6"	"DPP8"	chr15	-	65746600	65746753	65748562	65748709	65743336	65743448	65756098	65756244
23629	"ENSG00000074603.19_6"	"DPP8"	chr15	-	65746600	65746753	65748049	65748179	65744297	65744440	65748562	65748709
23631	"ENSG00000074603.19_6"	"DPP8"	chr15	-	65759408	65759561	65766546	65766626	65759015	65759151	65771217	65771377
23632	"ENSG00000074603.19_6"	"DPP8"	chr15	-	65766546	65766626	65771217	65771377	65759408	65759561	65772559	65772737
23633	"ENSG00000074603.19_6"	"DPP8"	chr15	-	65766546	65766626	65772559	65772737	65759408	65759561	65773852	65773953
23634	"ENSG00000074603.19_6"	"DPP8"	chr15	-	65773852	65773953	65777436	65777498	65772559	65772737	65780027	65780156
23635	"ENSG00000074603.19_6"	"DPP8"	chr15	-	65777436	65777498	65780027	65780156	65773852	65773953	65782526	65782637
23636	"ENSG00000074603.19_6"	"DPP8"	chr15	-	65780027	65780156	65782526	65782637	65777436	65777498	65790201	65790370
23637	"ENSG00000074603.19_6"	"DPP8"	chr15	-	65799580	65799693	65804632	65804902	65792943	65793117	65807993	65808129
23638	"ENSG00000070814.20_6"	"TCOF1"	chr5	+	149749091	149749165	149751568	149751799	149748278	149748465	149753736	149753949
23639	"ENSG00000070814.20_6"	"TCOF1"	chr5	+	149751568	149751799	149753736	149753949	149749091	149749165	149754179	149754374
